0,0,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
1,0,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
2,0,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
3,0,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
4,1,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
5,1,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
6,1,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
7,1,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
8,2,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
9,2,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
10,2,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
11,2,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
12,3,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
13,3,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
14,3,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
15,3,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
16,4,7,7,2,0,0,0.2286,0.1,0.1,0.1,0.1322,
17,4,7,7,3,0,0,0.2286,0.1,0.4,0.1,0.2072,
18,4,7,7,4,0,0,0.2286,0.1,0.7,0.1,0.2822,
19,4,7,7,5,0,0,0.2286,0.1,1,0.1,0.3572,
20,5,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
21,5,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
22,5,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
23,5,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
24,6,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
25,6,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
26,6,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
27,6,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
28,7,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
29,7,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
30,7,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
31,7,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
32,8,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
33,8,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
34,8,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
35,8,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
36,9,6,7,2,0,0,0.3571,0.1,0.1,0.1,0.1643,
37,9,6,7,3,0,0,0.3571,0.1,0.4,0.1,0.2393,
38,9,6,7,4,0,0,0.3571,0.1,0.7,0.1,0.3143,
39,9,6,7,5,0,0,0.3571,0.1,1,0.1,0.3893,
40,10,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
41,10,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
42,10,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
43,10,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
44,11,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
45,11,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
46,11,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
47,11,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
48,12,5,7,2,0,0,0.4857,0.1,0.1,0.1,0.1964,
49,12,5,7,3,0,0,0.4857,0.1,0.4,0.1,0.2714,
50,12,5,7,4,0,0,0.4857,0.1,0.7,0.1,0.3464,
51,12,5,7,5,0,0,0.4857,0.1,1,0.1,0.4214,
52,13,8,6,2,0,0,0.1,0.25,0.1,0.1,0.1375,
53,13,8,6,3,0,0,0.1,0.25,0.4,0.1,0.2125,
54,13,8,6,4,0,0,0.1,0.25,0.7,0.1,0.2875,
55,13,8,6,5,0,0,0.1,0.25,1,0.1,0.3625,
56,14,7,4,2,0,0,0.2286,0.55,0.1,0.1,0.2447,
57,14,7,4,3,0,0,0.2286,0.55,0.4,0.1,0.3197,
58,14,7,4,4,0,0,0.2286,0.55,0.7,0.1,0.3947,
59,14,7,4,5,0,0,0.2286,0.55,1,0.1,0.4696,
60,15,6,7,2,0,0,0.3571,0.1,0.1,0.1,0.1643,
61,15,6,7,3,0,0,0.3571,0.1,0.4,0.1,0.2393,
62,15,6,7,4,0,0,0.3571,0.1,0.7,0.1,0.3143,
63,15,6,7,5,0,0,0.3571,0.1,1,0.1,0.3893,
64,16,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
65,16,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
66,16,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
67,16,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
68,17,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
69,17,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
70,17,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
71,17,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
72,18,8,6,2,0,0,0.1,0.25,0.1,0.1,0.1375,
73,18,8,6,3,0,0,0.1,0.25,0.4,0.1,0.2125,
74,18,8,6,4,0,0,0.1,0.25,0.7,0.1,0.2875,
75,18,8,6,5,0,0,0.1,0.25,1,0.1,0.3625,
76,19,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
77,19,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
78,19,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
79,19,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
80,20,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
81,20,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
82,20,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
83,20,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
84,21,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
85,21,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
86,21,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
87,21,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
88,22,8,7,2,0,0,0.1,0.1,0.1,0.1,0.1,
89,22,8,7,3,0,0,0.1,0.1,0.4,0.1,0.175,
90,22,8,7,4,0,0,0.1,0.1,0.7,0.1,0.25,
91,22,8,7,5,0,0,0.1,0.1,1,0.1,0.325,
92,23,5,7,2,0,0,0.4857,0.1,0.1,0.1,0.1964,
93,23,5,7,3,0,0,0.4857,0.1,0.4,0.1,0.2714,
94,23,5,7,4,0,0,0.4857,0.1,0.7,0.1,0.3464,
95,23,5,7,5,0,0,0.4857,0.1,1,0.1,0.4214,
96,24,6,7,2,0,0,0.3571,0.1,0.1,0.1,0.1643,
97,24,6,7,3,0,0,0.3571,0.1,0.4,0.1,0.2393,
98,24,6,7,4,0,0,0.3571,0.1,0.7,0.1,0.3143,
99,24,6,7,5,0,0,0.3571,0.1,1,0.1,0.3893,
100,25,5,7,2,0,0,0.4857,0.1,0.1,0.1,0.1964,
101,25,5,7,3,0,0,0.4857,0.1,0.4,0.1,0.2714,
102,25,5,7,4,0,0,0.4857,0.1,0.7,0.1,0.3464,
103,25,5,7,5,0,0,0.4857,0.1,1,0.1,0.4214,
104,26,6,7,2,0,0,0.3571,0.1,0.1,0.1,0.1643,
105,26,6,7,3,0,0,0.3571,0.1,0.4,0.1,0.2393,
106,26,6,7,4,0,0,0.3571,0.1,0.7,0.1,0.3143,
107,26,6,7,5,0,0,0.3571,0.1,1,0.1,0.3893,
108,27,7,7,2,0,0,0.2286,0.1,0.1,0.1,0.1322,
109,27,7,7,3,0,0,0.2286,0.1,0.4,0.1,0.2072,
110,27,7,7,4,0,0,0.2286,0.1,0.7,0.1,0.2822,
111,27,7,7,5,0,0,0.2286,0.1,1,0.1,0.3572,
112,28,8,6,2,0,0,0.1,0.25,0.1,0.1,0.1375,
113,28,8,6,3,0,0,0.1,0.25,0.4,0.1,0.2125,
114,28,8,6,4,0,0,0.1,0.25,0.7,0.1,0.2875,
115,28,8,6,5,0,0,0.1,0.25,1,0.1,0.3625,
116,29,6,6,2,0,0,0.3571,0.25,0.1,0.1,0.2018,
117,29,6,6,3,0,0,0.3571,0.25,0.4,0.1,0.2768,
118,29,6,6,4,0,0,0.3571,0.25,0.7,0.1,0.3518,
119,29,6,6,5,0,0,0.3571,0.25,1,0.1,0.4268,
120,30,7,7,2,0,0,0.2286,0.1,0.1,0.1,0.1322,
121,30,7,7,3,0,0,0.2286,0.1,0.4,0.1,0.2072,
122,30,7,7,4,0,0,0.2286,0.1,0.7,0.1,0.2822,
123,30,7,7,5,0,0,0.2286,0.1,1,0.1,0.3572,
124,31,8,5,2,0,0,0.1,0.4,0.1,0.1,0.175,
125,31,8,5,3,0,0,0.1,0.4,0.4,0.1,0.25,
